text_processed,sentiment,label,score,text_length,word_count
wapres fufufafa bloon,Netral,1,0,22,3
lebih tepatnya antek petral dan mafia tambang,Negatif,0,-1,47,7
normalize pake ringtone anthek anthek asyinggg,Netral,1,0,51,6
pak prabowo lama di julukin mr antek asing saking seringnya nyebut antek asing sampai saya bosen dengerin pidato prabowo,Negatif,0,-3,124,17
lagi minum kopi keselek agen elpiji,Netral,1,0,42,6
antek asing wah bikin tempo deg degan nih sampai bicaranya jadi gagap,Negatif,0,-2,82,13
kalau pemerintah atau pimpinan negara yg bikin propaganda gimana,Negatif,0,-1,70,9
jadi si omon omon itu halu sih menurut saya,Negatif,0,-2,45,10
sekarang lagi ke eropa benuanya antek asing dan disuruh pidato disana,Negatif,0,-2,71,12
mengerikan,Netral,1,0,10,1
tidak ada presiden indonesia yg jahat yg ada adalah politik yg busuk dan partai politik yg lebih busuk,Netral,1,0,107,20
konsep nasionalis yang disampaikan hanyalah utopis narasi dan label antek asing adalah kosa kata lama yang selalu dieksplorasi mereka yang takut dikritik nasionalis demokratis selalu muncul untuk labelisasi dan stigmatisasi antara us dan them we dan they antagonis dan protagonis,Negatif,0,-4,297,40
antek aseng ngiseng,Negatif,0,-2,24,4
musuh yg paling berbahaya bagi bangsa dan negara indonesia bukan negara lain bukan pula as atau israel tapi bangsa merekalah para pengkhianat yg bersedia melakukan apa saja demi nafsu pribadi mau pun kelompok,Negatif,0,-3,215,34
yang jelas jelas ketemu sama cucunya rockefeller kan mbah wowo jadi yang antek asing siapa,Negatif,0,-3,96,14
media tempe baca peliharaan george soross wkwkwk,Negatif,0,-1,48,7
parbowo sebenernya engga salah kok yang salah adalah itu antek semua temen dia jd cm koar g diapa in,Negatif,0,-3,105,18
bukan kah beliau sejak kecil hidup di luar negeri karena bapaknya kabur setelah kolab ama cia buat berontak,Negatif,0,-1,108,18
menciptakan musuh bersama tapi musuh masyarakat dipelihara face blue smiling,Negatif,0,-2,78,8
nuduh antek asing tapi gak malu masih berhutang ke b negara asing,Negatif,0,-3,70,11
semakin banyak uu di suatu negara semakin menunjukan bahwa pemerintahnya otoriter dan korup,Negatif,0,-2,92,13
wowo penghamba antek asing buktinya ke luar negeri terus,Negatif,0,-3,56,9
dulu hantunya pki terorisme sekarang antek aseng hantu hantu musuh bersama ciptaan rezim,Negatif,0,-3,89,11
termasuk media ini anteknya,Negatif,0,-1,27,4
heyy ant take ant take ash sing,Negatif,0,-2,35,8
mantap banget prabowo ya ternyata dgn mertuanya gpp klo ini di sahkan ruu itu asal kalian para pejabat bnr bekerja demi kemajuan rakyat negara ini tp klo ini tujuannya hanya untuk memperkaya jajaran kalian saja maka jgn salahkn akan ada yg memberontak,Positif,2,1,265,43
plot twistnya ternyata antek asing itu adalah orang yang mau menyelamatkan bangsa indonesia dari pembodohan pemerintah,Negatif,0,-2,122,16
antek asingnya dinasti pak mul,Negatif,0,-2,33,5
keluarga jokowi yg paling marah ketika israel ngga jadi menyanyikan lagu kebangsaannya di nusantara,Negatif,0,-2,100,14
tak kira macan ternyata hanya kucing garong yg gemoy,Netral,1,0,56,10
musuh bersama itu jokowi,Negatif,0,-1,27,5
semua pembatasan pembatasan yang dibuat oleh pemerintah menunjukkan personel pemerintah memiliki kecerdasan yang rendah tidak memiliki daya argumentasi kemungkinan lulusan sarjana palsu tidak paham perkembangan dan tuntutan jaman yang selalu berubah halah maksudnya tolol semua,Positif,2,1,287,34
hidup jokowi hidup jokowii hidup jokowiiiiiii ok gas k gas ok gas jogetin aje,Netral,1,0,95,12
benci asing tapi masih mau investasi asing,Negatif,0,-2,43,7
prabowo justru antek asing,Negatif,0,-2,26,4
untuk jadi antek asing harus bayar t,Negatif,0,-2,42,8
tangkap antek asing siapa antek asing jkw lbp wowo dll,Negatif,0,-5,59,10
pejabat lupa bahwa mereka yg sedang menyiksa rakyatnya,Netral,1,0,55,8
yg di atas makin ga jelas kerjanya kenapa ga ada yg demo lagi kayak kemarin ini udah berturut turut kabar kabar ga enak bahkan ekonomi kita ga ad perubahaan masalah guru honorer aja kgk di lirik malah jadiin mbg naik pppk aneh sumpah,Negatif,0,-2,244,45
lebih bahaya anteknya mulyono,Negatif,0,-3,29,4
hey antek asing ndiasmu mr presindent,Negatif,0,-2,53,7
wapres otaknya kosong nggak usah diajak rapat suruh tidur minum oplosan apa kek,Negatif,0,-1,82,13
mirip propaganda pki oleh mertua,Negatif,0,-2,32,5
di bawah wowo arah kebijakan negara semakin ngaco waspadai kebangkitan fasisme,Negatif,0,-1,81,10
oligarki menyewa hati para pejabat yang gila harta dengan dana yang jumbo hingga pejabat rela menjadi pengkhianat negara demi harta maka jagalah hati par pejabat dari kemilaunya harta,Positif,2,1,190,29
omon hapalan bisanya antek asing,Negatif,0,-3,34,5
lucunya amerika dan cina yang jelas menguasai perdagangan dan ketahanan negara kita tidak masuk kedalam kategori antek asing ya mungkin yang dikategorikan antek asing tsb adalah yang mengganggu kepentingan politik pemerintah bukan kepentingan negara,Negatif,0,-5,260,34
entah kenapa dari dulu saya selalu tidak suka dengan slogan kata yg sifatnya tidak kongkrit misalnya cinta nkri pancasila harga mati cinta tanah air kita bangsa besar dll saya lebih suka kalo pemimpin itu bilang gaji naik umr naik turunkan harga bbm turunkan tdl dll yah walaupun tidak laksanakan cuma omon setidak lebih kongkrit dan mudah dibuktikan kalo tidak menepati janji,Positif,2,2,404,62
bagus kalo ada undang disinformasi dan propaganda asing utamanya isu ekonomi dan ada referensi dari negara maju adidaya hanya masalahnya aph nya dan masyarakatnya apa sdh sekelas negara adidaya tersebut,Negatif,0,-3,208,29
podkas podkas,Netral,1,0,15,3
meniru mertua nya dulu dikit dikit antek pki sekarang ganti asing wkwk siap genosida jilid dua kaya pki dulu,Negatif,0,-3,111,19
bukan bener ato salahnya isi narasinya tapi masa antek asing blaga ga nyadar ngomongin antek asing cute bgt deh kamu tempe,Negatif,0,-4,127,21
selama kita adu gagasan di antara sesama rakyat indonesia itu wajar yang kurang ajar itu jadi antek siang bersembunyi di ruang oposisi iran venezuela contoh konyol nya oposisi manut amerika itu membagongkan dan konyol,Negatif,0,-3,251,36
tambah parah penguasa skrg dari yg sebelumnya liat saja thn terakhir kepemimpinannya bgmn ekonomi skrg lapangan kerja pun setengah mati justru pemerintahan mengarah ke otoriter krn takut tdk terpilih diperiode ke intinya cuman ingin berkuasa saja makanya ancang sudah dimulai tanpa menghiraukan sama sekali dgn rakyat negara mau dibawa kemana ngeri,Negatif,0,-3,354,47
setelah bergabung dengan trump di dewan perdamaian membuktikan bahwa prabowo adalah antek asing yg sesungguhnya,Negatif,0,-3,112,15
selama kita ga berkhianat menghianati indonesia beda pendapat itu wajar beda sikap itu wajar tapi jika memberi pintu penjajahan sama negara lain misal di iran misal di venezuela itu konyol dan membagongkan,Negatif,0,-1,310,35
oposisi ga boleh jadi antek asing semisal di iran dan venezuela,Negatif,0,-2,63,11
mode propaganda kog persis cara as n israel,Negatif,0,-2,45,8
siapa sih antek asing nya,Negatif,0,-2,27,5
nuduh org antek asing dia sendiri antek asing antek yahudi pulak,Negatif,0,-4,67,10
kebanyakan mentri bikin amburadul,Netral,1,0,35,4
p anteck anteck asenk psikiater apa mereka sdg bersama kita di dlm ruangan ini,Netral,1,0,84,16
ini episode bap paling lucu dan menghibur yang pernah saya tonton,Netral,1,0,68,12
hoey ant tech ant tech as sing,Negatif,0,-2,31,7
yaa allah tahun lama banget ga mungkin dia kalah semua udah di sett,Negatif,0,-1,80,14
wo sama junjungannya sama suka ngeles,Positif,2,1,39,6
mas wapres ada tanggapan diam adalah emas,Netral,1,0,44,7
menciptakan musuh bersama wkwkwk persis buku animal farm,Negatif,0,-1,56,8
pasal pembubaran partai aja dulu di bahas itu dasar hukum per partai an yg paling dasar kriminalisasi,Netral,1,0,105,18
padahal antek asing sbenarnya dia dn gurunya mulyono dinegeri sndiri jadim macan yg mnerkam rakyat dngan sgala resiko mbel nya demi mlindungi betoro guru dikraton kutai diluar jdi macan sirkus si donald jngan jngan kawannya dia wiwi dn donal,Negatif,0,-4,249,39
musuh bangsa itu koruptor,Negatif,0,-2,26,4
uu opomeneh iki uu perampasan harta para koruptor saja belum kelar kepriwen bro,Negatif,0,-2,91,15
ini boleh menjadi salah satu cara utk membentuk lembaga baru pejabat baru dan teman baru sekaligus balas budi pada pendukungnya,Netral,1,0,129,20
lembaga penanggulangan aseng,Negatif,0,-1,30,4
kapan ya gue ada kesempatan pergi ke luar negeri sdh muak dengan pejabat bangsa ini,Netral,1,0,87,15
intinya omon omon engk mau di kritik penginya bener teruss nanti kalo ada yg milih lagi pas nyalon gobloknya ketulungan,Negatif,0,-3,123,21
tapi barusan prabowo join sama antek aseng pimpinan trump,Negatif,0,-3,58,9
semoga beliau tidak sedang berimajinasi,Positif,2,1,39,5
wapres kok dimintain pendapat ttp aja plonga plongo,Netral,1,0,55,8
kalau antek asing memang tidak jelas apa dan siapa nya yg jelas sosoknya dan apa yg dilakukannya itu antek aseng tapi yg berkuasa pura gk tahu,Negatif,0,-2,148,26
kalo ngomongin bill gates jadi antek asing ngga,Negatif,0,-3,48,8
padahal kebijakannya berkolaborasi dengan antek asing,Negatif,0,-2,53,6
kunci kalabendu,Netral,1,0,17,2
nnti pas maju jangn pilih lgi prbowo dan gibran sama aja,Positif,2,1,56,11
koruptor dikasih medali,Negatif,0,-1,23,3
antek asing ikut tim trump dan lebih dekat ke barat,Negatif,0,-3,57,11
muak alasan plg gampang u menghindar ya antek asing,Negatif,0,-2,61,10
yg teriak nkri harga mati eh korupsi yg teriak asing aseng eh ternyata,Negatif,0,-4,78,13
perangi koruptor,Negatif,0,-1,19,2
muak banget sumpah denger pidato kepala sekolah yang cuman omon apalagi liat muka wakilnya yang ngantukan bikin mules sumpah baru kali ini merasa muak semuak mukanya,Netral,1,0,169,26
yg teriak nkri harga mati eh korupsi yg teriak asing aseng eh ternyata,Negatif,0,-4,78,13
musuh bersama itu adalah koruptot koruptor lebih sadis dari t eroris komunis kartel narkoba kalau antek asing agamapun bisa dicap antek asing,Negatif,0,-6,149,23
kalau dituduh tuduh terus lama lama bila asing betul terlibat misalnya israel dan amerika emang berani pemerintah prabowo menantang kedua negara itu bisa ambruk kekuasaannya,Negatif,0,-4,182,25
tempo undang prabowo ke bocor alus enek dgn kebijakan pemerintah yang semakin ngawur,Negatif,0,-1,84,13
kalau pakai istilahnya sendiri jangan suka wisata diplomasi,Netral,1,0,64,9
antek asing ya oknum yg membuat uu dan aturan yg menguntungkan pihak aseng dan asinglah gitu aja kok repot,Negatif,0,-3,109,19
nasionalisme kita itu berdasarkan kebencian,Positif,2,1,43,5
lhaaaaa bukannya ada yang membuka ruang lebar bagi penginvestasi asing lalu yg dimusuhi si asing itu sendiri apa status si pengundang itu sendiri,Negatif,0,-2,161,22
yeah antek asing menjual indonesia ke dalam dekapan dewan genosida trump netanyahu,Negatif,0,-2,89,12
terima kasih bap tempo,Positif,2,1,26,4
jangan percaya narasi antek asing dengan orang yg pernah menjadi pelanggar ham berat,Negatif,0,-2,86,14
jika negara ini tidak membaik dalam segala bidang terutama ekonomi kesejahteraan sosial penegakkan hukum maka negara ini beresiko bubar untuk mencegah negara ini bubar lebih mudah murah menciptakan musuh bersama dibandingkan introspeksi ke dalam memperbaiki sistem dan mewujudkan kesejahteraan sosial,Negatif,0,-1,321,42
wapresmu le,Netral,1,0,16,3
saya setuju indonesia di ambil alih trump,Netral,1,0,43,7
pasti antek asing itu penghianat nagi negara,Negatif,0,-2,46,7
spil daftar suplay mbg paling orang dia semua prettt,Netral,1,0,55,9
vibe atau ciri khas negara komunis,Netral,1,0,35,6
semenjak jadi presiden wowo selalalu ucap antek asing tapi tdk pernah ada buktinya hei wowo goblok tunjukan antek asing yg mana dan siapa,Negatif,0,-6,149,26
presiden semakin sakit,Netral,1,0,26,4
jgn berharap banyak pd presiden aplg pd wapres nya ini nkri mau dibawa kmn byk aturan yg tumpang tindih dn awut an pemborosan disana sini utang makin menumpukk,Positif,2,1,187,27
buku bacaan wowo detective konan,Negatif,0,-1,35,6
selamat ya indonesia indonesia emas,Positif,2,1,42,6
nah akhirnya ada media yang benar analisanya benar prabowo subiato itu menggunakan menuduh antek asing contoh seperti iran menggunakan menuduh kekacauan disebabkan antek asing padahal pemerintahnya yang buruk begitu prabowo subianto dan pemerintah buruk tapi menuduh orang lain,Negatif,0,-4,282,34
mari buktikan bap tempo ini bulan kedepan biasanya sih kejadian,Netral,1,0,70,12
jangan teriak asing kalau rakyat loe makan saja susah sok sok asing,Negatif,0,-4,71,12
antek asing tpi ke negara asing dlm setahun sdh lbih kli,Negatif,0,-3,61,12
rakyat dipajakin dikasih segala macam aturan dengan pidana nya gak boleh kritik trus bersuara tempo,Netral,1,0,106,15
pilih asing tapi rakyat adil makmur sejahtera dan tidak omon,Negatif,0,-2,61,10
sesuai bukunya paradoks,Netral,1,0,30,6
antek antek asing kwkwkwwkwk,Negatif,0,-3,30,4
halo teman sejawat antek asing,Negatif,0,-2,31,5
kupingku gatel dengerinnya antek antek asing trs emang antek itu org mana sih,Negatif,0,-4,82,14
saat seseorang bajunya jelek dia bakal mulai nyinyirin baju orang lain hanya agar bajunya yang jelek gak dilirik,Netral,1,0,114,18
antek asing lah dia ikut amerika,Negatif,0,-3,36,6
neo orba kkn subur dibawah rezim ini,Negatif,0,-1,37,7
presiden prabowo sdh post power syndrom apalagi karena faktor usia sdh thn lebih banyak lupa dari pada ingat yang dikatakan,Netral,1,0,126,19
apakah ini juga ciri antek asing minggat ke luar negeri utk menghindari tanggung jawab hukum trus balik lagi joget joget sebentar dan menang,Negatif,0,-2,148,23
podcast podcast tempo dinonton prabowo,Netral,1,0,42,5
neo orba,Negatif,0,-1,8,2
sebenarnya tujuan prabowo ini bukan membangun negara dan sdm tetapi membangun kepentingannya jadi berbahaya bagi reformasi jika prabowo tidak pernah mengundang aktivis dan akademis yang paham di lapangan dalam rancangan akademis tersebut,Netral,1,0,243,33
harus nya langsung sebut nama buktikan dan hukum mati simple,Netral,1,0,63,10
fix si wowo itu halunya keterlaluan ada psikolog ga sih yg bisa periksa tu kakek,Negatif,0,-1,81,15
ant tech ant tech a sing,Negatif,0,-2,24,6
happy new fear,Netral,1,0,15,3
bagaimana dengan buku paradoks prabwo before be plecident apakah tidak kebalik dengan ompon nya,Netral,1,0,96,13
say the words wok antek antek asenngg,Negatif,0,-2,48,8
mengapa sih hrs seperti ini krn pemerintah itu gak ada pemikiran lain mensejahterakan rakyat ato apa kecuali di otaknya itu gmn cara mempertahankan kekuasaan itu aj terus gak adabyg lain walau dg alasan apapun,Netral,1,0,215,34
antek asing teruss negari konoha,Negatif,0,-3,35,4
pak wapres ga nutut dirinya sibuk memikirkan pencalonan dirinya jadi presiden di taon,Netral,1,0,91,14
saat masyarakat indonesia iq nya masih,Netral,1,0,45,8
lha bpke juga iya aja tuh di ajak join ke klub perdamaian trumph ini opo bhkan yg menyayangkan bukan hanya berita disini tapi juga media luar krn musti bayar m dollar hanya utk join kok,Positif,2,1,194,36
lu emang gak ada dukungan ke pemerintah karena memang agendamu adalah mengganggu pemerintah itu mudah sekali dilihat dimana ada sarat kepentingan yahudi international maka lu akan mundur membahas dimana ada narasi hasil bagus memihak kepentingan rakyat yg dilakukan pemerintah maka lu akan mundur membahas,Netral,1,0,314,43
bandara morowali bukan antek asing freeport dijajah puluhan tahun bukan antek asing uraaaaaaaaa,Negatif,0,-4,100,14
judulnya lebih tepat antek mulyono melawan antek asing pdhl dulu sembunyi di negeri asing rezim saat ini sdh mengarah ke militerisme,Negatif,0,-4,134,21
mending antek asing drpd maling rakyat miskin cuih,Negatif,0,-3,53,8
antek asing yg mana pak pokoknya antek asing,Negatif,0,-4,50,9
musuh imajiner,Negatif,0,-1,18,3
hahahaaa at least disclaimer dulu jaga kalo gagal,Netral,1,0,54,8
sekarang era media sosial perang hybrid konflik geopolitik crypto drone rare earth perang tarih dan ngak paham dengan cara bermain politik tingkat tinggi kebangetan menggunakan media sosial sebagai alat propaganda baik dari dalam mau pun luar negeri ngak paham dengan hal itu kebangetan buang saja hape lo wajar presiden bilang gitu,Negatif,0,-6,351,52
m mg mo iya bang wajar udah lu bener banget bang lu luar biasa bang pokonya terbaik lah wk,Positif,2,2,104,18
selain pemuja israel maka dianggap antek asing,Negatif,0,-3,46,7
fufu fafa bingung mau ngomong apa makloeeem dak nyambungan,Netral,1,0,68,6
setelah uu tsb berlaku tim bosor alus tidak kehilangan daya kritisnya seperti yang dilakukan selam ini nggak ya mesti hati juga nanti tim bocor alus tempo bisa dituduh antek asing lama negara ini kok spertinya akan dibawa ke negara otoritarian dan sentralistik lagi ya semuanya dikendalikan dan dikuasai dan dikontrol pemerintah rakyat dibungkam dan dicekoki dg makan gratis dan bansos,Negatif,0,-3,412,60
yang merusak negara selama ini ya para pengambil kebijakan tapi yang disalahkan para pengkritik mahasiswa yang demo rakyat yang minta haknya apa kita masih percaya pemilu,Negatif,0,-1,173,24
panji rocky gerung roy suryo cs tempo apakah yg sdg dibidik sebagai agen propaganda asing apakah setiap yg kritisi pemerintah itu akan dilabeli sbgai agen asing,Negatif,0,-3,171,27
dikasi masukan oleh rakyat malah ngamuk teriak antek asing hidup jokowi hidup jokowi agak laen,Negatif,0,-3,104,16
kakek problematik beban rakyat,Netral,1,0,31,4
kata legend hey antek aseng hidup jokowi ndasmu,Negatif,0,-2,50,8
selamat tahun baru sawit juga pohon ada daun ada akarnya,Positif,2,1,70,11
hamburger juga salad ada daun ada tomat ada dressing mayonya,Netral,1,0,71,11
seriusan,Netral,1,0,23,2
becanda kak biar sama kaya pejabat kerjanya becanda,Positif,2,1,72,10
rakyat guwe paling bahagia sedunia walaupun makan nasi garam,Netral,1,0,63,10
satu lagi brengsek,Netral,1,0,38,4
saya tanggung jawab,Netral,1,0,20,3
ndasmu juga,Netral,1,0,13,3
eh ada umatnya wowo,Negatif,0,-1,39,6
orang indo emang cepet lupa alias pikun tempo kan dulu salah satu buzzer media pinokio dan pdip partai utamanya kenapa tiba mereka jadi pembela rakyat,Negatif,0,-3,155,26
mending bikin undang undang anti omon omon,Negatif,0,-3,42,7
asing teriak asing diktator anti kritik tp takut dg mulyono cs dia antek asing sekaligus antek mulyono jd boneka yg selalu dikendalikan oleh mulyono,Negatif,0,-12,153,24
shortcut pemerintah menutupi kegagalan menyalahkan antek asing,Negatif,0,-2,62,7
sebenarnya dari awal sudah patut di curigai mengapa beliau kekeh untuk menjadi presiden sampai menunggu berpuluh puluh tahun membersihkan atau menghilangkan kejahatan masa lalu mengangkat soeharto jadi pahlawan nasional mengembalikan negara ini ke sistem otoritarian seolah hanya mereka yang layak mengubah arah bangsa ini tanpa ingin di kritik dan sekali lagi ini tidak akan lama pasti bakalan ada gelombang protes besar di masyarakat tetap semngt untuk jurnalis tempo untuk membuka lebar segala sesuatu kesepakatan gelap di pemerintahan indonesia ini,Negatif,0,-3,573,81
yup,Netral,1,0,3,1
kok di dukung kok nyesel di akhir itulah warga negeri wakanedjsia,Netral,1,0,69,11
tipikal emng,Netral,1,0,29,5
jendral tertinggi juga karena orang dalam bre apa yg patut di banggakan malahan harusnya malu si fitnah kubu sbelah teror ala di pilpres ehh tau nya di angkat juga ehhh pas di angkat malah gila jabatan menjadi ehhh malah nyalonin ehhhh malah pake strategi kotor jujur saya lebih logic sama semua asumsi dirty vote walaupun saya golput mania dan ga mihak siapa,Negatif,0,-1,405,65
wajar anda cuma bisanya cuap dan menulis serta menginginkan nkri terpecah belah seperti pki yg msh exis mereka senang jika ada segelantir manusia yg menyelek njelekkan pemimpinnya kalau pak presiden merah putih tdk mungkin swasembada beras sekolah rakyat dan mbg yg utk memperbaiki iq dan kesehatan rakyat maju terus pak sejahterakan rakyat mu perkuat tni dan persenjataan nya utk menghadapi antek asing segelintir manusia yg senang mengadu domba pki negara asing merdeka nkri maju sejahtera aamiin,Netral,1,0,523,87
menit ke pak wapres ada tanggapan nggak ee intinya nggak ada tanggapan jd kepo kl sidang kabinet di minta bicara nggak ya dan bgmn beliau wapres memberikan arahan,Netral,1,0,179,27
pemerintah harus hati hatilah soal ini kalau sampai media social pun terllau diatur takutnya kejadian yg kayak di ln bisa saja terjadi disini apalagi sekarang zaman medsos mana bisa anak anak muda itu digituin,Positif,2,1,213,35
biar kalo negara makin nyungsep ga disalahin,Netral,1,0,44,7
mungkin juga ya kalau bergaul dan berguru dg pembohong bisa jadi lebih pembohong kalau ikan termul barangkali bisa jadi diberi dan di pancing dg umpan plastik di makan juga karena yg penting dapat dan kenyang ada cerita di negri khayangan ada seorang pemuda ingin naik jabatan di buat skenario seolah olah ada suatu kejahatan kepada negara khayangan lalu di kejar dan di serbu oleh sipemuda singkat cerita naik lah jabatan si pemuda tadi ada seorang jendral dia tidak langsung menyerang musuh tapi dia belajar bahasa daerah itu akhir nya dialah satu satunya jendaral yg bisa bahasa setempat akhir nya ada dua organisasi yg bergabung tanpa harus di perangi sedang organisasi yg satu lagi melarikan di diri ke hutan dan melawan dg cara grilya ya begitulah negri ini apakah ehadiran rrt dg kasus ijazah ajaib dapat memberikan kontribusi positif bagi negri ini semoga,Negatif,0,-1,879,137
antek antek asing,Negatif,0,-3,17,3
pemerintah nggak dapat menjelaskan disinformasi,Negatif,0,-1,50,6
negara kok khawatir dengan rakyat yang pinter dan kritis teori kebodohan dan kemiskinan emang dipelihara itu memang semakin menemukan pembuktian,Positif,2,1,146,20
halah masih nerima duit mdif aja sok wkwkwk,Netral,1,0,44,8
kaya mau tahun aja berkuasa ini parabroro aneh gw kalau di rubah terus besok atau lusa dia ga berkuasa yang menikmati kelompok lain dong,Netral,1,0,145,26
pd kapan sih pak tram buru lah lama banget,Negatif,0,-1,49,11
gembar gembor antek asing tapi oligarki negeri sendiri pejabatnya seperti orang asing kasus penyerobotan tanah oleh perusahaan sawit tambang yg korbannya rakyat kecil yg tdk dilindungi oleh negara,Negatif,0,-5,207,28
bikin uu baru mulu tp ga ada tuh buat kepentingan publik otak atik teros sampe sangkakala ditiup nyebut antek asing malah gabung organisasi trump padahal teritori negara deket cina ude lobi sono sini sama cina jga,Negatif,0,-4,216,35
pemerintah sekarang semakin kesini kok semakin tidak berpihak pada rakyat sibuk membuat aturan yang berpihak pada dan untuk mempertahankan jabatan mereka,Netral,1,0,155,21
anies baswedan udah di cap sabagai antekasing biasa lah dgn wakjawa yg sdg berkuasa semua omon nya itu betul suara tuhan jgn di sangkal,Negatif,0,-1,156,25
antek asing sesungguhnya ya pak omon,Negatif,0,-3,36,6
coba donkk kalo bukan antek asing mau donk bahas prabowo yg baru aja merapat ke donald trump di board of peace disaat dunia memusuhi amerika kalo berani bahas berarti tempo mantap kalo nda waduh sy jd ragu deh,Negatif,0,-5,223,39
antik asing sesungguhnya dari yaman,Negatif,0,-1,36,5
sense of crisis nya rendah jdlah konoha makin keruh,Negatif,0,-1,56,10
hidup suharto,Netral,1,0,15,2
kim jeoung wo kapan dimadurokan,Netral,1,0,35,7
menuju pemimpin diktator,Netral,1,0,24,3
boong lo kang buktinya sampe sekarang seluruh rakyat indonesia belom tau siapa fufufafa,Netral,1,0,98,15
pak wapres ada tanggapan,Netral,1,0,27,5
terus berjuang sahabat,Netral,1,0,25,3
heiiii antek antek asong ini hanya kisah sopir angkot tua pemarah tukang asong seperti cerita seorang komika,Negatif,0,-1,115,17
rezim serakah dan pelindung penjahat itu musuh rakyat bersama,Negatif,0,-1,61,9
dia yg menciptakan musuh bersama tp kita aamiin kan biar cpt kejadian agar ada perubahan,Negatif,0,-1,90,15
kalu rrc termasuk asing gak ya,Negatif,0,-1,34,6
jangan menutup mata bosku bahwa memang banyak sekali berita yang di pelintir di republik ini demi oligarki dan mafia yang piring nasi nya sudah di ambil kembali oleh republik ini rapatkan barisan jangan mudah percaya ke pada siapapun,Negatif,0,-2,245,40
pemimpin harusnya fokus ke tujuan nasional yg tercantum dalam pembukaan uud spt politik stabil ekonomi tumbuh positif kesejahteraan keadilan sosial hankam ideologi pancasila sdm sda,Netral,1,0,211,34
kembali seperti orde baru nih semua dibungkam apa kabar yang milih presiden sekarang,Negatif,0,-1,87,13
ngadepin antek solo aj ga beres,Negatif,0,-2,31,6
semoga yang komentar negatif di sini dulu bukan pemilih prabowo karena era baru orde baru yang akan datang ini sudah bisa diprediksi seharusnya,Netral,1,0,146,23
selamat datang new era era baru orde baru,Positif,2,1,49,7
dgn kata lain jika ingin aman maka wajib memuji pemerintah dalam hal apapun tidakkah justru pemerintah harus extea was was saat semua pihak hanya memuji dan memuja pemerintah siapa musuh sejati nya menjadi kabur,Negatif,0,-1,225,37
propaganda adalah usaha yang disengaja dan terencana untuk memengaruhi pendapat sikap atau perilaku masyarakat demi mencapai tujuan tertentu biasanya tujuan politik ideologi atau kekuasaan informasi yang disampaikan sering kali bersifat selektif tidak seimbang dan menekankan emosi agar orang mudah terpengaruh ciri ciri propaganda memiliki agenda atau kepentingan tertentu informasi disajikan secara sepihak atau dilebih lebihkan mengandalkan emosi takut bangga marah nasionalisme dll komunikasi satu arah bertujuan membujuk bukan mendidik secara kritis contoh iklan politik yang hanya menampilkan keberhasilan calon tertentu dan menutupi kekurangannya sambil menjelekkan lawan politik sosialisasi adalah proses panjang di mana seseorang mempelajari dan menghayati nilai norma kebiasaan dan budaya yang berlaku dalam masyarakat tujuannya agar individu dapat hidup dan berperan sebagai anggota masyarakat yang baik ciri ciri sosialisasi terjadi secara alami dan terus menerus tidak bertujuan memanipulasi bersifat mendidik dan membentuk kepribadian terjadi melalui keluarga sekolah agama teman dan media komunikasi dua arah dan interaktif nah sebagai congor media soros kira kalian udah ada gambaran blm tentang perbedaan keduanya jangan disamakan tempe bacem mentang jadi media soros suka belagu deh,Netral,1,0,1350,169
antek asing itu ya freeport imf dan kawan kawan yang memiskinkan rakyat indonesia negara indonesia,Negatif,0,-2,100,15
loh lg ngapain ke davao ketemu asing kaya,Netral,1,0,45,8
antek asing itu untuk musuh yang tidak mencintai negara ini bos karna sejak awal kemerdekaan pun ada golongan yang tidak ingin negara ini merdeka gue setuju ruu antek asing sangat setuju,Negatif,0,-2,203,33
pak prabowo siapa yang jadi antek asing itu sebutkan contohnya jangan sekedar omon omon,Negatif,0,-5,92,15
udah capek ama bapak itu kambing coklatnya selalu asing,Negatif,0,-1,56,9
bukankah antek asing itu guru politiknya pak wowo,Negatif,0,-3,50,8
jangan percaya,Netral,1,0,14,2
persis kayak bapak mertua yang menjadikan pki sebagai sebuah hantu untuk menjadi pahlawan pahlawanan di depan rakyatnya,Negatif,0,-1,120,16
tempo yg di biayain oleh soros adalah antek asing yg suka bikin narasi fitnah mengadu domba supaya negri ini gaduh dan kacau,Negatif,0,-1,128,21
semoga tempo bkn antek asing jgn lupakan sejarah indo mulai dari zaman voc sampai pd ii siapa yg bermain antek asing dan para penjilat emang indo merdeka pejabat kita waktu itu setuju semua tdk brooo sama juga skg indo ingin berdikari banyak musuhnya asing dan pejabat penjilat,Negatif,0,-4,289,47
dirinya sendiri lupa bahwa dia antek sawit,Negatif,0,-1,44,8
dia sendiri kabur ke yordania waktu itu negara asing,Negatif,0,-2,53,9
man s greatest battles are not with others but with himself james allen,Netral,1,0,77,13
gaslighting dan manipultiv,Netral,1,0,29,3
delusional orang sepuh,Netral,1,0,22,3
pratikno ci,Netral,1,0,21,4
musuh utama itu dari dalam,Negatif,0,-1,26,5
sangat antisifatif dan demokratis iran tangkal kekacauan setelah wn ditangkap dan menggantung sel agen asing setelah sidang singkat iran kembali aman,Negatif,0,-1,155,21
halu tingkat tinggi,Netral,1,0,19,3
saya speechless,Netral,1,0,15,2
mungkin mau dibikin seperti china narasinya biar gampang jadi negara maju masalahnya mental pejabatnya bagaimana,Netral,1,0,121,15
